DATE,COUNTRY_CODE,CAMPAIGN_ID,TOTAL_SPEND_EUR,NB_OF_SESSIONS,NB_OF_SIGNUPS,NB_OF_ORDERS,NB_OF_POSLITE_ITEMS_ORDERED,NB_POSLITE_ITEMS_DISPATCHED,
2022-02-25,CH,391292794,32.5665396,0,0,0,0,0,
2022-04-10,CH,391292794,63.2149998,15,1,0,0,0,
2022-04-19,GB,391180926,136.1428258,3,2,1,1,0,
2022-01-05,GB,391180926,70.58804124,19,1,0,0,0,
2022-02-15,GB,391180926,145.7196208,35,1,0,0,0,
2022-03-22,GB,391180926,182.8296946,46,2,0,0,0,
2022-03-28,GB,391180926,199.439446,60,2,0,0,0,
2022-04-12,GB,391180926,91.46926024,4,1,0,0,0,
2022-02-19,GB,120203990006170698,136.8910142,41,1,0,0,0,
2022-05-28,GB,120203990006170698,0,0,0,0,0,0,
2022-04-30,GB,120203990006170698,330.7258608,30,3,0,0,0,
2022-05-24,GB,120207743682210698,0,0,0,0,0,0,
2022-04-27,GB,21127704718,595.7139631,6,6,6,6,0,
2022-03-31,GB,21127704718,847.6514219,51,9,2,0,0,
2022-03-27,GB,21127704718,917.3272218,165,9,1,0,0,
2022-04-25,GB,6476940146,1302.980656,391,13,0,0,0,
2022-01-20,GB,6476940146,1595.565369,64,16,4,1,0,
2022-05-14,GB,6476940146,3533.827013,848,35,1,0,0,
2022-02-06,GB,20774689177,96.4208992,22,1,0,0,0,
2022-05-10,GB,20774689177,303.3422166,82,3,0,0,0,
2022-05-09,GB,120207885312850698,1042.605383,282,10,0,0,0,
2022-02-27,GB,20774689177,138.958731,38,1,0,0,0,
2022-05-13,ES,17300002700,10.678669,2,0,0,0,0,
2022-01-31,ES,17300002700,5.3461362,1,0,0,0,0,
2022-04-07,ES,17300002700,15.9431848,4,0,0,0,0,
2022-05-31,ES,17300002700,21.30799983,6,0,0,0,0,
2022-05-22,ES,17300002700,9.7128276,3,0,0,0,0,
2022-04-24,ES,17300002700,19.85773591,1,0,0,0,0,
2022-05-29,CH,120211150682290066,328.2364372,30,3,0,0,0,
2022-05-17,GB,120207888497020698,1060.738717,223,11,1,0,0,
2022-03-28,IE,16792023515,316.7143588,79,3,0,0,0,
2022-05-16,IE,16792023515,210.8254932,6,2,1,0,0,
2022-03-05,CH,391292795,21.3165278,6,0,0,0,0,
2022-04-18,GB,21198365745,48.5233278,14,1,0,0,0,
2022-05-20,IE,21182413864,21.4661652,6,0,0,0,0,
2022-02-22,IE,12250462467,674.2957771,175,7,0,0,0,
2022-02-12,IE,12250462467,402.2330117,40,4,0,1,0,
2022-04-09,IE,12250462467,504.2445083,141,5,0,0,0,
2022-05-01,IE,12250462467,646.7522086,129,6,0,0,0,
2022-02-14,GB,120203990416490698,133.5309744,32,1,0,0,1,
2022-01-10,GB,20589784451,71.9211758,14,1,0,0,0,
2022-05-20,GB,20589784451,37.3821432,9,1,0,1,0,
2022-03-01,GB,20589784451,34.4029986,6,0,0,0,0,
2022-05-12,GB,20589784451,13.2225048,3,0,0,0,0,
2022-05-09,GB,391019869,841.2070478,84,8,1,0,0,
2022-03-15,GB,391019869,710.9680976,64,7,1,0,0,
2022-05-11,GB,391019869,360.9390122,11,4,1,0,0,
2022-02-16,GB,391019869,355.4160304,82,4,0,0,0,
2022-04-08,GB,391019869,907.958933,173,9,0,0,0,
2022-05-07,GB,391019869,850.6069986,119,9,1,0,0,
2022-04-10,CH,13125904745,578.3757578,104,6,0,0,0,
2022-03-16,CH,13125904745,404.1162038,32,4,1,0,0,
2022-01-14,CH,13125904745,315.0139338,82,3,0,0,0,
2022-01-18,CH,13125904745.000000,396.0221808,28,4,1,0,0,
2022-04-16,CH,21151146713,242.448954,41,2,0,0,0,
2022-05-14,CH,21151146713,77.71941148,4,1,0,0,0,
2022-04-29,CH,21151146713,105.5261024,23,1,0,0,0,
2022-05-09,CH,21151146713,65.37369206,7,1,0,0,0,
2022-04-12,CH,21151146713,178.6432701,39,2,0,0,0,
2022-02-05,IE,20705306061,175.2693439,44,2,0,0,0,
2022-01-16,IE,20705306061,130.8818156,18,1,0,0,0,
2022-02-08,IE,20705306061,314.8725768,57,3,0,0,0,
2022-05-23,IE,120211151098440066,534.7360506,96,5,0,0,0,
2022-03-23,GB,21082539491,1190.328693,274,12,1,0,0,
2022-05-12,GB,15846715387,16.1336324,4,0,0,0,0,
2022-05-25,CH,120211150575530066,350.7092581,7,4,2,1,0,
2022-03-06,GB,20475519552,206.4874859,58,2,0,0,0,
2022-03-22,GB,20475519552,213.3081137,4,2,1,1,0,
2022-03-24,IE,391281264,4.5979492,1,0,0,0,0,
2022-04-06,IE,391281264,8.0396094,1,0,0,0,0,
2022-05-05,IE,391281264,4.285071,0,0,0,0,0,
2022-03-06,GB,120204410141090698,67.3096232,8,1,0,0,0,
2022-01-29,GB,18461205812,1373.366608,371,14,1,0,0,
2022-04-21,GB,18461205812,725.336682,218,7,0,0,0,
2022-04-09,GB,18461205812,657.1821449,85,7,1,0,0,
2022-03-02,GB,20703348185,25.7240294,2,0,0,0,0,
2022-04-20,GB,20703348185,13.6850204,0,0,0,0,0,
2022-04-30,ES,19678441368,2.4894222,0,0,0,0,0,
2022-04-09,ES,19678441368,4.4347084,0,0,0,0,0,
2022-02-24,ES,19678441368,1.904476,0,0,0,0,0,
2022-04-01,ES,19678441368,3.1423854,1,0,0,0,0,
2022-02-08,ES,19678441368,7.549887,2,0,0,0,0,
2022-04-07,GB,16335200574,1083.265949,162,11,1,0,0,
2022-02-21,GB,16335200574,427.1875702,73,4,0,0,0,
2022-04-01,GB,16335200574,1201.574719,324,12,0,0,0,
2022-03-13,GB,16335200574,290.2149356,3,3,3,3,0,
2022-05-26,GB,16335200574,1208.158764,121,12,1,0,0,
2022-05-09,GB,16335200574,1191.358565,334,12,0,0,0,
2022-05-31,ES,17558850680,5.6862212,1,0,0,0,0,
2022-01-30,ES,17558850680,101.6650099,14,1,0,0,0,
2022-03-02,ES,17558850680,63.08127702,17,1,0,0,0,
2022-04-09,ES,17558850680,56.41461253,10,1,0,0,0,
2022-02-18,ES,17558850680,107.1131716,17,1,0,0,0,
2022-02-19,GB,20694141337,194.8278948,12,2,0,0,0,
2022-02-13,GB,20694141337,384.8809962,42,4,0,0,0,
2022-03-24,GB,20694141337,48.6865686,12,0,0,0,0,
2022-01-24,GB,20694141337,162.7510776,29,2,0,0,0,
2022-05-20,ES,21250282073,184.9654298,9,2,0,0,0,
2022-05-19,ES,21250282073,184.7477754,52,2,0,0,0,
2022-02-20,CH,16820221869,29.5057746,3,0,0,0,0,
2022-03-31,CH,16820221869,100.6216264,3,1,0,0,0,
2022-03-29,CH,16820221869,54.7944952,10,1,0,0,0,
2022-05-20,CH,16820221869,6.9921476,1,0,0,0,0,
2022-05-22,ES,21250221815,172.7785056,43,2,0,0,0,
2022-05-09,ES,120211151482640066,329.0934555,92,3,0,0,0,
2022-02-09,GB,16335307917,385.6291832,77,4,0,0,0,
2022-01-25,GB,16335307917,262.4503962,55,3,0,0,0,
2022-02-07,GB,16335307917,323.9921778,62,3,0,0,0,
2022-01-18,GB,16335307917,51.148784,6,1,0,0,0,
2022-04-14,GB,21127704718,551.3085436,72,6,0,0,0,
2022-04-17,GB,21127704718,623.3349948,168,6,0,0,0,
2022-03-23,GB,6476940146,1192.632359,179,12,1,0,0,
2022-05-01,GB,6476940146,1267.538413,25,13,7,4,2,
2022-04-11,GB,20774689177,45.2857186,8,0,0,0,0,
2022-04-29,GB,20774689177,251.4316422,15,3,1,0,0,
2022-03-19,GB,20774689177,309.5317636,90,3,0,0,0,
2022-05-07,CH,13125904745,419.7737172,17,4,1,0,0,
2022-01-11,CH,13125904745,307.3280128,12,3,1,0,0,
2022-02-22,CH,13125904745,398.8108778,104,4,0,0,0,
2022-01-26,CH,13125904745,373.9710694,30,4,1,0,0,
2022-05-25,CH,13125904745,432.0847942,117,4,0,0,0,
2022-04-12,CH,13125904745,506.7130466,127,5,0,0,0,
2022-05-09,GB,120203990006170698,0,0,0,0,0,0,
2022-04-14,GB,120203990006170698,144.862608,10,1,0,0,0,
2022-03-24,GB,120203990006170698,725.7685968,15,8,4,2,0,
2022-04-27,GB,120203990006170698,341.091653,31,3,0,0,0,
2022-05-05,ES,21250282073,97.4819644,20,1,0,0,0,
2022-02-19,CH,,26.6082504,7,0,0,0,0,
2022-02-06,CH,16820221869,92.367086,16,1,0,0,0,
2022-04-29,CH,16820221869,56.522127,1,1,1,1,0,
2022-04-24,CH,16820221869,70.1799406,1,1,1,1,1,
2022-03-27,CH,16820221869,77.7298276,17,1,0,0,0,
2022-02-15,IE,21018817119,0,0,0,0,0,0,
2022-03-26,IE,21018817119,59.94313996,4,1,0,0,0,
2022-05-22,GB,120207888497020698,1076.423441,151,11,1,0,0,
2022-05-08,IE,16792023515,158.9421256,43,2,0,0,0,
2022-05-30,IE,16792023515,233.638395,54,2,0,0,0,
2022-03-25,IE,16792023515,374.4199816,37,4,0,0,0,
2022-02-15,,16792023515,572.295038,166,6,0,0,0,
2022-02-17,IE,16792023515,295.0169358,89,3,0,0,0,
2022-02-13,CH,391292795,0,0,0,0,0,0,
2022-03-31,CH,391292795,30.7164772,5,0,0,0,0,
2022-05-04,GB,21198365745,152.154029,46,2,0,0,0,
2022-05-24,IE,21182413864,93.115273,19,1,0,0,0,
2022-02-08,GB,21005578238,0.4625156,0,0,0,0,0,
2022-02-12,ES,17300002700,3.2240058,0,0,0,0,0,
2022-04-22,ES,17300002700,14.8549128,0,0,0,0,0,
2022-03-02,ES,17300002700,37.6542112,10,0,0,0,0,
2022-05-25,ES,17300002700,9.7672412,1,0,0,0,0,
2022-02-12,GB,16335307917,242.1541234,61,2,0,0,0,
2022-02-13,IE,20705306061,290.5150701,26,3,0,0,0,
2022-01-09,IE,20705306061,230.5806187,37,2,0,0,0,
2022-04-26,GB,20475519552,273.1712344,5,3,2,1,0,
2022-04-28,GB,20475519552,245.7309239,57,2,0,0,0,
2022-02-14,GB,20475519552,314.0276873,53,3,0,0,0,
2022-04-01,GB,,213.892698,6,2,1,0,0,
2022-02-10,GB,20475519552,185.0538519,43,2,0,0,0,
2022-05-08,IE,391281264,74.6690626,11,1,0,0,0,
2022-03-03,IE,391281264,18.7182784,1,0,0,0,0,
2022-02-21,IE,391281264,20.813202,5,0,0,0,0,
2022-05-13,IE,391281264,142.7948884,23,1,0,0,0,
2022-03-13,GB,120204410141090698,75.19959248,14,1,0,0,0,
2022-04-07,GB,120204410141090698,25.778443,2,0,0,0,0,
2022-02-27,GB,120204410141090698,48.8906196,3,1,0,0,0,
2022-05-18,GB,18461205812,2077.655754,229,21,2,0,0,
2022-03-04,IE,391281264,17.7796438,1,0,0,0,0,
2022-02-20,IE,12250462467,774.6404464,93,8,1,0,0,
2022-03-15,IE,12250462467,513.1393268,149,5,0,0,0,
2022-03-10,IE,12250462467,252.8205752,46,3,0,0,0,
2022-04-23,IE,12250462467,645.2385528,136,6,0,0,0,
2022-02-11,IE,12250462467,202.1864704,4,2,1,1,0,
2022-05-21,GB,20703348185,78.3691874,7,1,0,0,0,
2022-04-27,GB,20703348185,23.7243296,3,0,0,0,0,
2022-03-09,GB,20703348185,62.7252774,19,1,0,0,0,
2022-03-30,ES,19678441368,3.8497622,0,0,0,0,0,
2022-04-11,ES,19678441368,10.1209296,1,0,0,0,0,
2022-03-11,ES,19678441368,9.0326576,2,0,0,0,0,
2022-05-18,ES,19678441368,4.9924478,1,0,0,0,0,
2022-03-04,ES,19678441368,2.5710426,0,0,0,0,0,
2022-03-13,ES,19678441368,5.2237056,1,0,0,0,0,
2022-02-26,ES,19678441368,6.5432354,1,0,0,0,0,
2022-03-20,GB,16335200574,530.0972912,5,5,5,5,0,
2022-04-04,GB,16335200574,1289.439079,181,13,1,0,0,
2022-02-27,GB,16335200574,1070.261098,139,11,1,0,0,
2022-02-01,GB,16335200574,1115.696454,234,11,1,0,0,
2022-05-15,GB,16335200574,1826.732569,164,18,2,0,0,
2022-05-05,GB,16335200574,849.0698144,204,9,0,0,0,
2022-03-22,GB,16335200574,545.1970652,104,5,0,0,0,
2022-03-18,GB,21082539491,1240.33259,335,12,0,0,0,
2022-05-01,GB,21082539491,1276.483182,191,13,1,0,0,
2022-04-16,GB,15846715387,31.1245792,5,0,0,0,0,
2022-01-09,GB,15846715387,37.6950214,1,0,0,0,0,
2022-05-15,GB,15846715387,5.6862212,1,0,0,0,0,
2022-05-07,CH,120211150575530066,46.2379566,10,0,0,0,0,
2022-02-28,ES,20499484310,179.7928839,13,2,0,0,0,
2022-05-23,ES,20499484310,49.14744635,14,1,0,0,0,
2022-04-03,ES,20499484310,175.6215699,9,2,0,0,0,
2022-04-06,ES,20499484310,145.5264199,28,1,0,0,0,
2022-05-25,CH,21296828618,46.7988275,3,1,0,0,0,
2022-04-05,IE,12201978151,76.383091,18,1,0,0,0,
2022-05-20,IE,12201978151,86.9393294,6,1,0,0,0,
2022-03-17,GB,20589784451,0,0,0,0,1,0,
2022-02-11,GB,20589784451,5.1964988,1,0,0,0,0,
2022-01-13,GB,20589784451,74.7778898,13,1,0,0,0,
2022-04-19,GB,20589784451,51.2576112,15,1,0,0,0,
2022-03-27,GB,20589784451,52.4955206,7,1,0,0,1,
2022-05-13,GB,,35.7905454,7,0,0,0,0,
2022-02-08,GB,391019869,495.1637586,119,5,0,0,0,
2022-03-31,GB,391019869,310.361571,78,3,0,0,0,
2022-05-11,IE,120211151098440066,563.8473252,79,6,0,0,0,
2022-05-24,CH,21296853803,272.0135864,27,3,0,0,0,
2022-01-29,GB,20924620040,333.1336626,10,3,1,0,1,
2022-03-22,GB,20924620040,1028.539471,278,10,0,0,0,
2022-02-23,GB,23857036571440697,0,0,0,0,0,0,
2022-01-15,GB,20949266836,322.2604405,39,3,0,0,0,
2022-01-29,ES,19735056861,4.7951985,1,0,0,0,0,
2022-02-05,ES,19735056861,8.4069012,0,0,0,0,0,
2022-02-08,ES,19735056861,3.944986,0,0,0,0,0,
2022-05-19,ES,19735056861,6.58064475,1,0,0,0,0,
2022-02-09,CH,16736661269,111.4779245,32,1,0,0,0,
2022-04-09,CH,16736661269,365.9665146,70,4,0,0,0,
2022-02-10,CH,16736661269,130.8127444,10,1,0,0,0,
2022-03-12,GB,21020541104,910.336119,228,9,0,0,0,
2022-03-10,GB,21020541104,1031.577987,83,10,1,0,0,
2022-05-16,CH,21178981397,18.3101764,1,0,0,0,0,
2022-05-15,CH,21178981397,6.7608898,1,0,0,0,0,
2022-04-25,CH,21178981397,9.250312,1,0,0,0,0,
2022-05-21,CH,391292794,82.028502,7,1,0,0,0,
2022-03-09,CH,391292794,13.195298,1,0,0,0,0,
2022-01-16,CH,391292794,24.214052,1,0,0,0,0,
2022-05-19,CH,391292794,20.133032,2,0,0,0,0,
2022-04-16,CH,391292794,32.0904206,8,0,0,0,0,
2022-03-21,CH,391292794,37.0964718,8,0,0,0,0,
2022-01-02,ES,17558850680,44.8980217,7,0,0,0,0,
2022-02-20,ES,17558850680,118.1863392,13,1,0,0,0,
2022-04-21,GB,20694141337,120.1724356,18,1,0,0,0,
2022-02-08,GB,20694141337,186.6658548,49,2,0,0,0,
2022-05-19,GB,20694141337,78.5460316,18,1,0,0,0,
2022-05-05,GB,20694141337,166.0022902,48,2,0,0,0,
2022-05-15,GB,391180926,319.5710714,6,3,2,1,0,
2022-05-04,GB,391180926,93.93147564,22,1,0,0,0,
2022-03-10,GB,391180926,106.1473302,4,1,0,0,0,
2022-05-06,GB,391180926,157.9354699,35,2,0,0,0,
2022-02-25,GB,391180926,32.52572804,3,0,0,0,0,
2022-03-31,GB,391180926,115.0303504,18,1,0,0,0,
2022-05-17,GB,391180926,209.288309,21,2,0,0,0,
2022-01-12,GB,391180926,70.6288528,18,1,0,0,0,
2022-04-29,GB,12598739708,91.23817248,22,1,0,0,0,
2022-02-28,GB,12598739708,167.1507872,47,2,0,0,0,
2022-04-28,GB,12598739708,38.26178938,5,0,0,0,0,
2022-03-24,GB,12598739708,43.0760408,6,0,0,0,0,
2022-04-18,GB,12598739708,84.2524144,8,1,0,0,0,
2022-03-17,GB,12598739708,58.78638844,3,1,0,0,0,
2022-05-18,GB,12598739708,32.81248227,6,0,0,0,0,
2022-05-06,GB,12598739708,44.7301503,9,0,0,0,0,
2022-02-10,GB,12598739708,116.6497413,23,1,0,0,0,
2022-01-21,GB,6476940146,1501.424251,120,15,2,0,0,
2022-02-23,GB,6476940146,1975.949903,198,20,2,0,0,
2022-02-27,GB,6476940146,2189.806699,613,22,1,0,0,
2022-01-19,GB,6476940146,1547.821283,279,16,1,0,0,
2022-03-13,GB,6476940146.000000,1210.501276,303,12,0,0,0,
2022-04-13,GB,20774689177,23.0441596,0,0,0,0,0,
2022-03-10,GB,20774689177,179.7825344,50,2,0,0,0,
2022-04-25,GB,20774689177,67.5680878,13,1,0,0,0,
2022-05-29,GB,120207885312850698,0,0,0,0,0,0,
2022-05-14,CH,120211150682290066,334.6708468,33,3,0,0,0,
2022-05-13,GB,120207888497020698,1116.349415,156,11,1,0,0,
2022-04-23,IE,16792023515,271.727915,33,3,0,0,0,
2022-04-11,IE,16792023515,263.1985832,63,3,0,0,0,
2022-03-08,CH,391292795,9.0054508,2,0,0,0,0,
2022-01-23,IE,16792023515,227.9521738,50,2,0,0,0,
2022-03-01,CH,391292795,28.0094006,6,0,0,0,0,
2022-02-07,GB,21005578238,0.7209802,0,0,0,0,0,
2022-03-28,ES,17300002700,29.95456709,6,0,0,0,0,
2022-05-06,ES,17300002700,32.5937464,8,0,0,0,0,
2022-01-21,ES,17300002700,4.8428104,1,0,0,0,0,
2022-03-20,ES,17300002700,38.2459591,2,0,0,0,0,
2022-01-24,ES,17300002700,6.2303572,0,0,0,0,0,
2022-05-07,GB,21198365745,367.4006272,85,4,0,0,0,
2022-04-22,IE,21182413864,50.536631,4,1,0,0,0,
2022-05-12,IE,21182413864,27.750936,7,0,0,0,0,
2022-05-25,IE,21182413864,56.250059,3,1,0,0,0,
2022-04-19,IE,21182413864,5.9990994,1,0,0,0,0,
2022-01-03,GB,16335307917,55.0121496,6,1,0,0,0,
2022-05-05,CH,13125904745,227.2584004,52,2,0,0,0,
2022-02-10,CH,13125904745,418.4269806,38,4,0,0,0,
2022-02-05,CH,13125904745,356.6947514,71,4,0,0,0,
2022-03-27,CH,13125904745,872.1683876,44,9,2,0,0,
2022-03-08,CH,13125904745,359.0481396,101,4,0,0,0,
2022-05-18,CH,13125904745,137.5847876,1,1,1,1,0,
2022-03-04,CH,13125904745,486.1719126,24,5,1,0,0,
2022-03-12,CH,13125904745,367.8223326,55,4,0,0,0,
2022-05-30,CH,21151146713,130.4967524,22,1,0,0,0,
2022-01-14,IE,20705306061,318.1833954,45,3,0,0,0,
2022-03-31,unknown,120203990006170698,876.0997729,88,9,1,0,0,
2022-03-23,GB,120203990006170698,680.224415,204,7,0,0,0,
2022-04-05,GB,120203990006170698,594.8630772,107,6,0,0,0,
2022-05-22,GB,120203990006170698,144.9850358,33,1,0,0,0,
2022-02-10,GB,120203990006170698,406.945711,33,4,1,0,0,
2022-02-26,GB,120203990006170698,204.8672026,2,2,2,2,0,
2022-03-09,GB,120203990006170698,477.0168244,33,5,1,0,0,
2022-02-18,GB,120203990006170698,149.3245245,33,2,0,0,0,
2022-05-14,GB,120207743682210698,1379.289535,41,14,5,2,0,
2022-05-10,GB,120207743682210698,777.5431372,78,8,1,0,0,
2022-05-19,GB,120207743682210698,1499.666024,45,15,5,2,0,
2022-03-17,IE,21018817119,4.781230529,0,0,0,0,0,
2022-05-30,ES,21250282073,269.3881302,51,3,0,0,0,
2022-03-06,CH,16820221869,16.3376834,1,0,0,0,0,
2022-05-02,CH,16820221869,30.7164772,6,0,0,0,0,
2022-02-08,CH,16820221869,33.8452592,8,0,0,0,0,
2022-05-30,CH,16820221869,50.48260782,4,1,0,0,0,
2022-04-19,CH,16820221869,62.8341046,9,1,0,0,0,
2022-04-29,GB,20475519552,275.5546126,47,3,0,0,0,
2022-03-03,GB,20475519552,207.1984051,17,2,0,0,0,
2022-04-07,IE,391281264,1.972493,0,0,0,0,0,
2022-05-27,IE,391281264,136.3332748,15,1,0,0,0,
2022-04-24,IE,391281264,18.1197288,4,0,0,0,0,
2022-02-19,GB,120204410141090698,28.499123,9,0,0,0,0,
2022-03-03,GB,120204410141090698,44.823203,6,0,0,0,0,
2022-02-02,GB,18461205812,1360.817255,204,14,1,0,0,
2022-02-22,GB,18461205812,1398.880411,294,14,1,0,0,
2022-03-01,GB,18461205812,1639.731873,328,16,1,0,0,
2022-02-15,GB,18461205812,1770.720345,159,18,2,0,0,
2022-04-02,GB,18461205812,946.6636328,180,9,0,0,0,
2022-05-24,GB,18461205812,1159.650748,325,12,0,0,0,
2022-04-30,GB,18461205812,837.3983149,75,8,1,0,0,
2022-04-04,IE,391281264,27.7781428,7,0,0,0,0,
2022-04-01,IE,12250462467,289.0017327,23,3,0,0,0,
2022-02-23,IE,12250462467,608.1117781,182,6,0,0,0,
2022-03-12,IE,12250462467,554.1275368,161,6,0,0,0,
2022-01-17,IE,12250462467,447.9107626,45,5,1,0,0,
2022-03-31,GB,20703348185,22.8673154,4,0,0,0,0,
2022-03-26,GB,20703348185,48.1424326,12,1,0,0,0,
2022-02-21,GB,20703348185,395.6412856,40,4,0,0,0,
2022-03-11,GB,20703348185,164.3698822,44,2,0,0,0,
2022-02-05,GB,20703348185,43.938982,1,0,0,0,0,
2022-01-22,ES,19678441368,2.0133032,0,0,0,0,0,
2022-04-03,ES,19678441368,7.3866462,2,0,0,0,0,
2022-03-31,ES,19678441368,1.6596148,0,0,0,0,0,
2022-05-10,ES,19678441368,3.0063514,1,0,0,0,0,
2022-01-25,ES,19678441368,4.6387594,1,0,0,0,0,
2022-01-08,GB,16335200574,619.2811816,62,6,1,0,0,
2022-05-08,GB,16335200574,1186.488548,12,12,12,12,0,
2022-04-27,GB,16335200574,864.3056224,233,9,0,0,0,
2022-02-12,GB,16335200574,725.9998546,58,7,1,0,0,
2022-05-16,ES,19678441368,2.7070766,0,0,0,0,0,
2022-03-21,ES,20499484310,216.0504027,15,2,0,0,0,
2022-03-23,ES,20499484310,230.6177111,23,2,0,0,0,
2022-01-23,ES,20499484310,191.3027002,8,2,1,0,0,
2022-05-16,CH,21296828618,15.9295814,3,0,0,0,0,
2022-03-28,IE,12201978151,95.8631598,13,1,0,0,0,
2022-04-02,IE,12201978151,61.2153,15,1,0,0,0,
2022-01-19,IE,12201978151,103.4266502,25,1,0,0,0,
2022-03-24,IE,12201978151,48.8226026,7,1,0,0,0,
2022-02-03,IE,12201978151,48.6185516,1,0,0,0,0,
2022-03-06,IE,12201978151,65.5275778,15,1,0,0,0,
2022-03-22,IE,12201978151,126.5033736,19,1,0,0,0,
2022-05-18,IE,12201978151,46.44699461,8,0,0,0,0,
2022-02-22,GB,120203990416490698,131.6537052,30,1,0,0,0,
2022-04-07,GB,20589784451,27.3700408,6,0,0,0,0,
2022-01-20,GB,20589784451,80.4096974,18,1,0,0,0,
2022-05-14,GB,20589784451,17.2219044,2,0,0,0,0,
2022-03-20,GB,20589784451,40.3748912,8,0,0,0,0,
2022-03-10,GB,20589784451,123.0971666,11,1,0,0,0,
2022-03-29,GB,391019869,474.6770396,43,5,1,0,0,
2022-02-14,GB,391019869,353.756417,21,4,1,0,0,
2022-05-02,GB,391019869,826.2433078,99,8,1,0,0,
2022-02-12,GB,391019869,353.6611905,71,4,0,0,0,
2022-03-01,GB,391019869,493.6265758,133,5,0,0,0,
2022-03-29,GB,21082539491,1650.411572,297,17,1,0,0,
2022-03-14,GB,21082539491,1289.679298,374,13,0,0,0,
2022-02-23,GB,15846715387,4.421105,0,0,0,0,0,
2022-02-12,GB,15846715387,116.8804128,22,1,0,0,0,
2022-03-26,GB,15846715387,44.415101,1,1,1,1,0,
2022-04-17,GB,15846715387,31.0021486,5,0,0,0,0,
2022-02-25,GB,15846715387,9.930482,1,0,0,0,0,
2022-05-27,CH,120211150575530066,346.9003034,83,3,0,0,0,
2022-05-30,CH,120211150575530066,0,0,0,0,0,0,
2022-01-28,ES,19735056861,3.604901,0,0,0,0,0,
2022-05-16,ES,19735056861,13.2905218,2,0,0,0,0,
2022-02-06,ES,19735056861,4.897224,1,0,0,0,0,
2022-05-11,ES,19735056861,7.8355584,2,0,0,0,0,
2022-05-29,ES,19735056861,9.9576888,2,0,0,0,0,
2022-04-10,ES,19735056861,10.746686,1,0,0,0,0,
2022-03-11,CH,16736661269,237.3596568,38,1,1,1,0,
2022-04-27,CH,16736661269,360.0764832,18,4,1,0,0,
2022-02-16,GB,21020541104,467.3854186,56,5,0,0,0,
2022-03-07,GB,21020541104,791.3131612,206,8,0,0,0,
2022-03-25,GB,21020541104,937.3055723,47,9,2,0,0,
2022-05-04,CH,21178981397,7.7675414,1,0,0,0,0,
2022-04-22,CH,21178981397,1.224306,0,0,0,0,0,
2022-01-22,CH,391292794,42.61945084,6,0,0,0,0,
2022-01-08,CH,391292794,6.5840456,1,0,0,0,0,
2022-04-11,CH,391292794,24.92142744,2,0,0,0,0,
2022-03-12,CH,391292794,48.4553108,10,0,0,0,0,
2022-03-17,CH,391292794,87.0209498,23,1,0,0,1,
2022-03-03,GB,391180926,48.428104,14,1,0,0,0,
2022-01-04,GB,391180926,70.6152494,21,1,0,0,0,
2022-04-24,GB,12598739708,97.56410853,4,1,0,0,0,
2022-04-15,GB,12598739708,70.65137595,10,1,0,0,0,
2022-05-05,GB,12598739708,54.9033224,3,1,0,0,0,
2022-05-01,GB,12598739708,82.9399298,5,1,0,0,0,
2022-02-22,GB,20924620040,40.13003,7,0,0,0,0,
2022-02-13,GB,20924620040,109.6842142,1,1,1,1,0,
2022-02-26,GB,20924620040,292.1194116,12,3,1,0,0,
2022-03-11,ES,17558850680,80.25764268,2,1,1,1,0,
2022-03-31,ES,17558850680,13.4129524,3,0,0,0,0,
2022-02-12,ES,17558850680,37.3549364,11,0,0,0,0,
2022-03-08,ES,17558850680,126.8728324,38,1,0,0,0,
2022-02-20,GB,20694141337,157.5137686,8,2,0,0,0,
2022-01-26,GB,20694141337,179.4560528,18,2,0,0,0,
2022-04-07,GB,20694141337,128.4569062,6,1,0,0,0,
2022-02-24,GB,20694141337,45.1224778,5,0,0,0,0,
2022-02-06,GB,20694141337,246.697659,57,2,0,0,0,
2022-01-11,GB,20694141337,144.536125,35,1,0,0,0,
2022-04-18,GB,21127704718,553.5338681,166,6,0,0,0,
2022-04-08,GB,21127704718,653.7980624,190,7,0,0,0,
2022-04-05,GB,21127704718,699.5693816,21,7,2,1,0,
2022-04-15,GB,6476940146,1192.760284,358,12,0,0,0,
2022-03-17,GB,6476940146,1256.300533,38,13,4,1,0,
2022-02-14,GB,6476940146,1996.355241,240,20,2,0,0,
2022-03-03,GB,,2522.354135,303,25,2,0,0,
2022-02-16,GB,6476940146,1951.144828,351,20,1,0,0,
2022-01-04,GB,6476940146,872.1064051,209,9,0,0,0,
2022-02-02,GB,6476940146,2097.939296,147,21,3,0,0,
2022-01-02,GB,6476940146,135.9251728,4,1,0,0,0,
2022-04-28,GB,6476940146,1238.54716,136,12,1,0,0,
2022-01-06,GB,6476940146,1092.632766,66,11,2,0,0,
2022-01-16,GB,20774689177,31.3830438,6,0,0,0,0,
2022-05-18,GB,20774689177,460.4206764,37,5,1,0,0,
2022-05-25,GB,20774689177,139.4212466,20,1,0,0,0,
2022-05-21,GB,20774689177,623.7022866,44,6,1,0,0,
2022-04-02,GB,20774689177,431.7991228,47,4,0,0,0,
2022-01-14,GB,20774689177,9.4815698,2,0,0,0,0,
2022-05-22,CH,120211150682290066,334.1403115,87,3,0,0,0,
