DATE,CURRENCY,COUNTRY_CODE,CAMPAIGN_ID,CAMPAIGN_NAME,PRODUCT,CHANNEL_3,CHANNEL_4,CHANNEL_5,TOTAL_IMPRESSIONS,TOTAL_CLICKS,TOTAL_SPEND,TOTAL_LEADS,TOTAL_FAKE_LEADS,TOTAL_SQLS,TOTAL_MEETING_DONE,TOTAL_SIGNED_LEADS,TOTAL_POS_LITE_DEALS
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,8,0,0,2,2,8,7,7,7
2022-05-14,EUR,GB,21182413861,search-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,23024,68,187,9,8,2,2,6,7
2022-05-24,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,7,6,5,4,8,0
2022-05-13,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,13,11,11,10,0,0
2022-05-15,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,18768,46,159,0,0,6,6,0,3
2022-05-27,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,3446,7,34,10,9,6,5,5,2
2022-05-21,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,1659,12,29,1,0,1,1,2,4
2022-04-25,EUR,GB,614070495,bing-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,0,0,0,11,10,5,4,9,0
2022-02-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,480,0,10,14,12,8,8,1,7
2022-05-27,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,8,7,8,7,6,0
2022-05-25,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,5,4,1,1,2,1
2022-05-23,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,21348,36,123,5,4,1,1,0,3
2022-01-31,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,366,3,7,7,6,10,9,9,4
2022-01-20,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,14,12,2,2,3,0
2022-04-21,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,5,5,7,6,6,5
2022-03-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,4,4,8,8,9,1
2022-02-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,4,0,0,11,9,2,2,1,7
2022-05-18,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,63024,116,362,14,12,7,6,7,6
2022-03-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1,0,0,6,5,7,6,8,1
2022-02-04,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2565,12,25,4,3,8,8,7,6
2022-05-20,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,2742,3,39,8,7,10,9,5,6
2022-04-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3918,12,20,10,9,8,7,0,3
2022-05-12,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,19818,46,126,5,5,7,6,5,4
2022-03-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9705,39,94,10,9,9,8,0,5
2022-05-23,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,42040,64,345,10,8,11,10,6,4
2022-05-18,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,37281,108,389,5,4,11,10,5,5
2022-05-21,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,0,0,2,2,0,1
2022-05-24,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,21768,44,105,0,0,9,8,5,7
2022-05-25,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,13495,16,66,11,9,3,3,5,2
2022-05-13,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,13,12,10,9,1,0
2022-03-21,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6,0,0,0,0,3,3,1,3
2022-02-09,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,700,4,9,0,0,9,8,7,1
2022-01-03,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,826,8,6,14,12,2,2,9,1
2022-03-04,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,8,6,7,6,9,5
2022-03-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,711,1,6,13,11,7,6,1,2
2022-05-13,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,2,1,4,3,2,1
2022-04-09,EUR,GB,11348193304807181773,unknown,pos lite,,,,,,,10,8,5,4,0,5
2022-05-27,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,57720,72,280,5,4,9,8,7,6
2022-01-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,card reader,fb,fb prospecting,fb prospecting generic,,,,7,6,6,6,6,7
2022-02-12,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,7,6,3,2,0,0
2022-05-21,EUR,CH,21178981397,search-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,0,0,0,4,3,10,9,3,1
2022-04-29,EUR,CH,614070523,bing-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,38,1,0,9,8,10,9,3,2
2022-01-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,32,0,0,3,2,5,4,4,4
2022-05-22,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,41568,92,401,1,1,2,1,9,3
2022-05-10,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,26800,100,235,2,2,7,6,5,7
2022-05-29,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,9,8,5,5,2,0
2022-01-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,37,0,0,14,12,0,0,9,3
2022-05-13,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,4222,,16,3,3,11,10,1,3
2022-04-28,EUR,GB,21182413861,search-shopping_gb_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,4025,15,34,3,2,9,8,3,2
2022-02-15,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,20,0,0,6,5,5,5,0,2
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,271,3,3,3,2,5,4,5,1
2022-05-10,EUR,CH,21178981397,search-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,420,3,4,10,9,11,10,,5
2022-05-07,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,28584,108,159,2,2,3,3,1,7
2022-05-14,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,88748,196,368,12,10,1,1,4,7
2022-03-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1,0,0,4,3,0,0,8,2
2022-05-12,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,0,0,7,0
2022-05-25,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,10764,44,192,12,11,1,1,7,6
2022-02-24,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6,0,0,2,1,8,7,7,4
2022-05-12,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,16963,81,89,5,4,5,4,6,2
2022-01-23,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,9,0,0,12,11,0,0,0,5
2022-01-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,11,10,11,10,6,0
2022-03-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,1,1,7,6,6,0
2022-05-15,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,9900,36,92,10,9,5,5,2,6
2022-05-19,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,5001,39,70,1,1,8,7,1,6
2022-05-11,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,9,8,0,0,5,1
2022-01-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,12,0,0,5,4,6,5,2,6
2022-01-10,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6576,32,48,10,8,7,6,7,7
2022-02-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3,0,0,12,11,5,4,5,4
2022-01-25,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5063,24,41,5,5,7,7,0,2
2022-05-24,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,13,11,10,9,7,0
2022-02-18,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1550,12,15,2,2,3,3,6,4
2022-05-21,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,9,8,11,10,9,0
2022-03-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,13,11,6,6,7,1
2022-05-29,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,5,4,9,8,0,0
2022-05-10,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,5106,10,28,14,12,10,9,6,4
2022-02-14,EUR,ES,2186523194892845423,unknown,pos lite,,,,,,,2,1,9,8,0,1
2022-05-14,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,17790,51,93,6,5,11,10,2,5
2022-01-04,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,21908,216,88,5,5,5,4,1,7
2022-02-19,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,9,8,0,0,2,2
2022-02-07,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,0,0,8,7,5,0
2022-05-18,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,0,0,0,3,3,1,1,5,0
2022-05-30,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,17232,32,116,2,2,7,6,2,7
2022-05-31,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,1935,9,27,9,8,5,4,8,5
2022-05-26,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,29844,54,139,10,8,3,3,6,5
2022-05-11,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1440,5,16,4,3,3,3,0,3
2022-01-20,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,38,0,0,7,6,4,3,9,3
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2258,8,20,5,4,2,2,7,4
2022-02-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,12,10,6,5,0,0
2022-02-07,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,11,9,4,4,9,1
2022-02-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6,0,0,10,8,10,9,0,5
2022-05-08,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,57436,160,433,2,2,6,5,1,6
2022-03-24,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo ,unknown,fb,fb prospecting,fb prospecting generic,833,5,9,14,12,0,0,8,2
2022-05-13,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,9343,15,33,8,7,3,2,3,2
2022-03-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,1294,4,7,4,4,1,1,8,4
2022-05-09,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,4856,28,86,5,4,10,9,3,3
2022-05-17,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,4,3,4,4,4,1
2022-05-19,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,28000,56,126,13,11,0,0,3,7
2022-05-17,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,10608,20,61,7,6,5,5,8,7
2022-05-27,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,2,0,0,12,10,11,10,9,3
2022-03-28,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6,0,0,14,12,6,5,7,4
2022-05-22,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,3,3,1,1,1,0
2022-05-26,EUR,IE,614070496,bing-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,9912,32,86,8,7,1,1,7,4
2022-03-14,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,33,0,0,0,0,11,10,8,5
2022-05-22,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,9705,30,73,4,3,6,6,3,6
2022-05-28,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,615,0,8,4,3,8,7,7,4
2022-02-09,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,8,0,0,12,10,6,6,9,3
2022-05-10,EUR,IE,21182413864,search-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,1272,6,46,2,2,0,0,2,3
2022-05-07,EUR,CH,614070523,bing-shopping_ch_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,bing-shopping,bing-shopping prospecting,bing-shopping prospecting generic,0,0,0,9,8,10,9,6,0
2022-02-05,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,522,0,7,1,1,1,1,2,5
2022-02-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,54,0,0,9,8,8,7,1,4
2022-02-08,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,404,0,6,0,0,6,5,7,7
2022-05-19,EUR,IE,21182413864,search-shopping_ie_generic_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,search-shopping,search-shopping prospecting,search-shopping prospecting generic,459,1,12,4,3,4,3,9,2
2022-05-10,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,25390,46,130,13,11,8,7,8,3
2022-05-15,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,7,6,4,3,6,0
2022-05-09,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,21058,40,148,7,6,2,2,6,2
2022-05-19,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,0,0,0,11,10,10,10,1,0
2022-04-01,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5883,18,24,3,2,5,4,2,6
2022-05-24,EUR,CH,120211150682290066,fb_ch_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,11858,48,199,4,3,11,10,0,4
2022-03-29,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,12,10,4,3,8,5
2022-02-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,2524,24,19,8,7,5,5,2,7
2022-05-14,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,3280,12,26,7,6,5,5,4,2
2022-03-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6,0,0,8,7,10,9,2,4
2022-05-22,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,17348,28,91,14,12,8,7,9,6
2022-05-28,EUR,IE,120211150770050066,fb_ie_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,3765,0,16,8,7,11,10,3,5
2022-01-24,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,812,8,14,9,8,2,2,7,7
2022-01-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,6576,12,47,11,10,6,5,6,6
2022-01-22,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,pos,fb,fb prospecting,fb prospecting generic,,,,7,6,1,1,8,7
2022-02-17,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,6,5,6,5,8,1
2022-05-29,EUR,IE,120211151098440066,fb_ie_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,27207,51,133,3,3,8,7,6,5
2022-05-16,EUR,ES,120211151482640066,fb_es_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,13204,10,24,4,4,2,2,0,4
2022-01-19,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,9,8,8,7,1,0
2022-01-26,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,5793,,56,2,2,3,2,0,5
2022-02-16,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,20,0,0,14,12,11,10,4,4
2022-04-02,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,3,0,0,3,2,0,0,1,2
2022-05-25,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1024,4,20,8,7,10,9,0,
2022-05-26,EUR,CH,120211150575530066,fb_ch_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,4650,12,55,9,7,11,10,8,4
2022-05-16,EUR,ES,120211151359520066,fb_es_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,1174,4,4,4,3,11,10,0,3
2022-01-19,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,0,0,0,,0,2,1,7,0
2022-02-23,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,26,0,0,0,0,7,6,1,1
2022-05-08,EUR,GB,120207885312850698,fb_gb_landing_prospecting_pos-lite_pos-lite_bau_alwayson_selfserve_convgoaltest-purchasecr,pos-lite,fb,fb prospecting,fb prospecting landing,56428,92,400,9,8,7,6,2,7
2022-05-20,EUR,GB,120207888497020698,fb_gb_landing_prospecting_pos-lite_poslite-cr_bau_alwayson,poslite-cr,fb,fb prospecting,fb prospecting landing,0,0,0,6,5,7,6,6,0
2022-03-04,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,16,0,0,2,1,11,10,5,7
2022-02-27,EUR,ES,23861494371910168,fb_es_pos-lite_prospecting_landing_promo,unknown,fb,fb prospecting,fb prospecting generic,952,2,13,1,1,8,7,2,4
